,X,Y,tdx12_Pantanal,tdx30_Pantanal,srtm30_Pantanal,srtm30_wgs84_Pantanal,aster30_Pantanal,aster30_wgs84_Pantanal,aw3d30_Pantanal,aw3d30_wgs84_Pantanal
7079,126.47958695,-56.51275908,-18.47243153,-18.47242694,-18.47242694,-18.47242694,-18.47242694,-18.47242694,-18.4724346,-18.4724346
7080,115.08951174,-56.7887726,-18.82419259,-18.82424662,-18.82424662,-18.82424662,-18.82424662,-18.82424662,-18.82415657,-18.82415657
7081,127.13727954,-56.75131784,-18.36845179,-18.36842986,-18.36842986,-18.36842986,-18.36842986,-18.36842986,-18.3684664,-18.3684664
7082,114.09453447,-56.8471339,-18.71255062,-18.71258604,-18.71258604,-18.71258604,-18.71258604,-18.71258604,-18.712527,-18.712527
7083,115.77148605,-56.88303539,-18.46648718,-18.46648159,-18.46648159,-18.46648159,-18.46648159,-18.46648159,-18.4664909,-18.4664909
7084,119.47425727,-56.84466396,-18.37683836,-18.37681784,-18.37681784,-18.37681784,-18.37681784,-18.37681784,-18.37685204,-18.37685204
7085,122.56379306,-56.64315943,-18.81233498,-18.81238703,-18.81238703,-18.81238703,-18.81238703,-18.81238703,-18.81230028,-18.81230028
7086,118.58218825,-56.89280735,-18.34760553,-18.34758013,-18.34758013,-18.34758013,-18.34758013,-18.34758013,-18.34762246,-18.34762246
7087,116.18595139,-56.93694032,-18.06791926,-18.06784725,-18.06784725,-18.06784725,-18.06784725,-18.06784725,-18.06796726,-18.06796726
7088,116.48811236,-56.87239922,-18.33463868,-18.33461113,-18.33461113,-18.33461113,-18.33461113,-18.33461113,-18.33465706,-18.33465706
7089,121.92541922,-56.61355383,-18.00430272,-18.00422012,-18.00422012,-18.00422012,-18.00422012,-18.00422012,-18.00435779,-18.00435779
7090,108.81058254,-56.92795152,-18.98488539,-18.9849662,-18.9849662,-18.9849662,-18.9849662,-18.9849662,-18.98483152,-18.98483152
7091,139.54622781,-56.02776453,-18.4370278,-18.4370173,-18.4370173,-18.4370173,-18.4370173,-18.4370173,-18.4370348,-18.4370348
7092,113.43585554,-56.62505908,-18.77537231,-18.7754182,-18.7754182,-18.7754182,-18.7754182,-18.7754182,-18.77534172,-18.77534172
7093,130.71163995,-56.25527696,-18.58485402,-18.58486817,-18.58486817,-18.58486817,-18.58486817,-18.58486817,-18.5848446,-18.5848446
7094,123.84552124,-56.55635576,-18.5835378,-18.58355172,-18.58355172,-18.58355172,-18.58355172,-18.58355172,-18.58352852,-18.58352852
7095,135.31671972,-56.30033246,-18.2798764,-18.27983972,-18.27983972,-18.27983972,-18.27983972,-18.27983972,-18.27990085,-18.27990085
7096,112.63049437,-56.68758749,-18.75989202,-18.75993533,-18.75993533,-18.75993533,-18.75993533,-18.75993533,-18.75986314,-18.75986314
7097,140.46365413,-56.17901568,-18.0806847,-18.08061482,-18.08061482,-18.08061482,-18.08061482,-18.08061482,-18.08073129,-18.08073129
7098,114.81199582,-56.77422952,-18.69171421,-18.69174615,-18.69174615,-18.69174615,-18.69174615,-18.69174615,-18.69169291,-18.69169291
7099,126.20959775,-56.53763013,-18.28338711,-18.28335101,-18.28335101,-18.28335101,-18.28335101,-18.28335101,-18.28341118,-18.28341118
7100,130.10940152,-56.64682817,-18.03576264,-18.03568527,-18.03568527,-18.03568527,-18.03568527,-18.03568527,-18.03581421,-18.03581421
7101,115.69542291,-56.96505422,-18.28068354,-18.28064699,-18.28064699,-18.28064699,-18.28064699,-18.28064699,-18.28070791,-18.28070791
7102,142.05104583,-56.02304027,-18.17981551,-18.17976215,-18.17976215,-18.17976215,-18.17976215,-18.17976215,-18.17985108,-18.17985108
7103,111.81160662,-56.70790597,-18.8241235,-18.82417751,-18.82417751,-18.82417751,-18.82417751,-18.82417751,-18.82408749,-18.82408749
7104,131.48478446,-56.35984837,-18.25025383,-18.25021222,-18.25021222,-18.25021222,-18.25021222,-18.25021222,-18.25028158,-18.25028158
7105,130.39036328,-56.38294343,-18.15850434,-18.15844743,-18.15844743,-18.15844743,-18.15844743,-18.15844743,-18.15854228,-18.15854228
7106,126.53733881,-56.46501541,-18.59870875,-18.5987252,-18.5987252,-18.5987252,-18.5987252,-18.5987252,-18.59869778,-18.59869778
7107,119.91514656,-56.49932645,-18.73970189,-18.73974184,-18.73974184,-18.73974184,-18.73974184,-18.73974184,-18.73967526,-18.73967526
7108,122.68119688,-56.60138971,-18.40762336,-18.40760797,-18.40760797,-18.40760797,-18.40760797,-18.40760797,-18.40763363,-18.40763363
7109,128.82836856,-56.21675028,-18.7370367,-18.7370762,-18.7370762,-18.7370762,-18.7370762,-18.7370762,-18.73701036,-18.73701036
7110,108.56792323,-56.85283266,-18.98495129,-18.9850321,-18.9850321,-18.9850321,-18.9850321,-18.9850321,-18.98489741,-18.98489741
7111,151.91566464,-56.04882728,-18.05713464,-18.05706084,-18.05706084,-18.05706084,-18.05706084,-18.05706084,-18.05718384,-18.05718384
7112,129.88388551,-56.12795751,-18.98877859,-18.98886004,-18.98886004,-18.98886004,-18.98886004,-18.98886004,-18.98872429,-18.98872429
7113,138.93265904,-56.26063156,-18.16036466,-18.16030806,-18.16030806,-18.16030806,-18.16030806,-18.16030806,-18.16040239,-18.16040239
7114,126.25980589,-56.26363271,-18.88378787,-18.88385182,-18.88385182,-18.88385182,-18.88385182,-18.88385182,-18.88374523,-18.88374523
7115,117.93692104,-56.83334074,-18.12019848,-18.12013519,-18.12013519,-18.12013519,-18.12013519,-18.12013519,-18.12024068,-18.12024068
7116,121.74140237,-56.53860867,-18.56218652,-18.56219689,-18.56219689,-18.56219689,-18.56219689,-18.56219689,-18.56217961,-18.56217961
7117,129.82672538,-56.25776162,-18.64393502,-18.643959,-18.643959,-18.643959,-18.643959,-18.643959,-18.64391903,-18.64391903
7118,140.72488002,-56.13996185,-18.29401747,-18.29398315,-18.29398315,-18.29398315,-18.29398315,-18.29398315,-18.29404036,-18.29404036
7119,129.48168012,-56.46013791,-18.06104646,-18.06097331,-18.06097331,-18.06097331,-18.06097331,-18.06097331,-18.06109523,-18.06109523
7120,138.64992896,-56.11299321,-18.31014473,-18.31011309,-18.31011309,-18.31011309,-18.31011309,-18.31011309,-18.31016582,-18.31016582
7121,123.46656996,-56.58979737,-18.31784176,-18.3178114,-18.3178114,-18.3178114,-18.3178114,-18.3178114,-18.317862,-18.317862
7122,129.33746565,-56.42209849,-18.05928711,-18.05921367,-18.05921367,-18.05921367,-18.05921367,-18.05921367,-18.05933607,-18.05933607
7123,112.20350694,-56.95551652,-18.0451131,-18.0450373,-18.0450373,-18.0450373,-18.0450373,-18.0450373,-18.04516364,-18.04516364
7124,118.41792604,-56.79709172,-18.43277442,-18.43276322,-18.43276322,-18.43276322,-18.43276322,-18.43276322,-18.43278189,-18.43278189
7125,121.69347794,-56.77568471,-18.09877896,-18.0987121,-18.0987121,-18.0987121,-18.0987121,-18.0987121,-18.09882353,-18.09882353
7126,122.08863936,-56.94731972,-18.52346322,-18.52346713,-18.52346713,-18.52346713,-18.52346713,-18.52346713,-18.52346061,-18.52346061
7127,129.92921468,-56.36627845,-18.47059097,-18.47058607,-18.47058607,-18.47058607,-18.47058607,-18.47058607,-18.47059423,-18.47059423
7128,119.01429126,-56.52719084,-18.73758851,-18.73762811,-18.73762811,-18.73762811,-18.73762811,-18.73762811,-18.73756212,-18.73756212
7129,124.57324852,-56.49617669,-18.55514899,-18.55515818,-18.55515818,-18.55515818,-18.55515818,-18.55515818,-18.55514286,-18.55514286
7130,123.90606716,-56.84627875,-18.0826963,-18.08262676,-18.08262676,-18.08262676,-18.08262676,-18.08262676,-18.08274267,-18.08274267
7131,115.59094847,-56.73704154,-18.63958939,-18.63961266,-18.63961266,-18.63961266,-18.63961266,-18.63961266,-18.63957389,-18.63957389
7132,129.93598014,-56.33314595,-18.54223019,-18.54223723,-18.54223723,-18.54223723,-18.54223723,-18.54223723,-18.5422255,-18.5422255
7133,147.49753519,-56.1592963,-18.1363653,-18.1363047,-18.1363047,-18.1363047,-18.1363047,-18.1363047,-18.1364057,-18.1364057
7134,108.77197865,-56.9834253,-18.851792,-18.85185062,-18.85185062,-18.85185062,-18.85185062,-18.85185062,-18.85175292,-18.85175292
7135,136.01539906,-56.16095499,-18.40521785,-18.40520206,-18.40520206,-18.40520206,-18.40520206,-18.40520206,-18.40522838,-18.40522838
7136,115.20079816,-56.95246598,-18.57661382,-18.57662659,-18.57662659,-18.57662659,-18.57662659,-18.57662659,-18.57660531,-18.57660531
7137,125.63711952,-56.49436214,-18.59402963,-18.5940453,-18.5940453,-18.5940453,-18.5940453,-18.5940453,-18.59401918,-18.59401918
7138,116.35380277,-56.90031558,-18.21570365,-18.21565628,-18.21565628,-18.21565628,-18.21565628,-18.21565628,-18.21573524,-18.21573524
7139,117.92651924,-56.89625282,-18.52686609,-18.52687056,-18.52687056,-18.52687056,-18.52687056,-18.52687056,-18.5268631,-18.5268631
7140,119.06109276,-56.68616355,-18.44858893,-18.44858036,-18.44858036,-18.44858036,-18.44858036,-18.44858036,-18.44859464,-18.44859464
7141,121.61432142,-56.38720483,-18.80986338,-18.80991502,-18.80991502,-18.80991502,-18.80991502,-18.80991502,-18.80982895,-18.80982895
7142,121.60660364,-56.5451104,-18.47651898,-18.47651507,-18.47651507,-18.47651507,-18.47651507,-18.47651507,-18.47652159,-18.47652159
7143,109.54233186,-56.94257262,-18.79146847,-18.79151705,-18.79151705,-18.79151705,-18.79151705,-18.79151705,-18.79143609,-18.79143609
7144,121.48334704,-56.71396651,-18.10199379,-18.10192746,-18.10192746,-18.10192746,-18.10192746,-18.10192746,-18.10203801,-18.10203801
7145,140.80011907,-56.02281364,-18.59092296,-18.59093811,-18.59093811,-18.59093811,-18.59093811,-18.59093811,-18.59091286,-18.59091286
7146,114.69857833,-56.86030521,-18.46799819,-18.46799285,-18.46799285,-18.46799285,-18.46799285,-18.46799285,-18.46800174,-18.46800174
7147,119.24162647,-56.84725259,-18.25064334,-18.25060179,-18.25060179,-18.25060179,-18.25060179,-18.25060179,-18.25067105,-18.25067105
7148,137.44204982,-56.19807776,-18.03294448,-18.03286665,-18.03286665,-18.03286665,-18.03286665,-18.03286665,-18.03299637,-18.03299637
7149,136.1662543,-56.30671585,-18.19023115,-18.19017953,-18.19017953,-18.19017953,-18.19017953,-18.19017953,-18.19026556,-18.19026556
7150,137.87847178,-56.08990963,-18.48367471,-18.48367199,-18.48367199,-18.48367199,-18.48367199,-18.48367199,-18.48367653,-18.48367653
7151,122.68643601,-56.40293667,-18.8168799,-18.8169327,-18.8169327,-18.8169327,-18.8169327,-18.8169327,-18.81684469,-18.81684469
7152,107.88769015,-56.98827143,-18.91409468,-18.91416368,-18.91416368,-18.91416368,-18.91416368,-18.91416368,-18.91404867,-18.91404867
7153,113.99654082,-56.71263441,-18.92493295,-18.92500377,-18.92500377,-18.92500377,-18.92500377,-18.92500377,-18.92488574,-18.92488574
7154,133.69602726,-56.22740168,-18.63712432,-18.63714717,-18.63714717,-18.63714717,-18.63714717,-18.63714717,-18.63710908,-18.63710908
7155,119.67578388,-56.76568069,-18.10734577,-18.10728034,-18.10728034,-18.10728034,-18.10728034,-18.10728034,-18.1073894,-18.1073894
7156,136.59777855,-56.20316809,-18.10168459,-18.10161821,-18.10161821,-18.10161821,-18.10161821,-18.10161821,-18.10172884,-18.10172884
7157,116.43113004,-56.91799324,-18.22519141,-18.22514561,-18.22514561,-18.22514561,-18.22514561,-18.22514561,-18.22522194,-18.22522194
7158,142.21190346,-56.11170839,-18.08393052,-18.08386118,-18.08386118,-18.08386118,-18.08386118,-18.08386118,-18.08397675,-18.08397675
7159,143.09030522,-56.00114936,-18.24600096,-18.24595863,-18.24595863,-18.24595863,-18.24595863,-18.24595863,-18.24602918,-18.24602918
7160,131.45151073,-56.11886229,-18.74544559,-18.7454865,-18.7454865,-18.7454865,-18.7454865,-18.7454865,-18.74541833,-18.74541833
7161,130.73670805,-56.40412012,-18.84411721,-18.84417456,-18.84417456,-18.84417456,-18.84417456,-18.84417456,-18.84407898,-18.84407898
7162,135.77078854,-56.27946591,-18.04276384,-18.04268765,-18.04268765,-18.04268765,-18.04268765,-18.04268765,-18.04281464,-18.04281464
7163,133.82525199,-56.2110904,-18.74886055,-18.74890202,-18.74890202,-18.74890202,-18.74890202,-18.74890202,-18.7488329,-18.7488329
7164,123.66802188,-56.72187576,-18.18069672,-18.18064351,-18.18064351,-18.18064351,-18.18064351,-18.18064351,-18.1807322,-18.1807322
7165,127.88345104,-56.22488698,-18.75064214,-18.75068391,-18.75068391,-18.75068391,-18.75068391,-18.75068391,-18.7506143,-18.7506143
7166,137.92292806,-56.27152262,-18.13441399,-18.13435307,-18.13435307,-18.13435307,-18.13435307,-18.13435307,-18.13445461,-18.13445461
7167,115.59439374,-56.93060585,-18.84560329,-18.84566089,-18.84566089,-18.84566089,-18.84566089,-18.84566089,-18.8455649,-18.8455649
7168,110.71291677,-56.66325056,-18.85852699,-18.85858674,-18.85858674,-18.85858674,-18.85858674,-18.85858674,-18.85848716,-18.85848716
7169,133.8327588,-56.29325298,-18.0482165,-18.04814121,-18.04814121,-18.04814121,-18.04814121,-18.04814121,-18.04826669,-18.04826669
7170,115.94013968,-56.87807535,-18.04469717,-18.0446213,-18.0446213,-18.0446213,-18.0446213,-18.0446213,-18.04474775,-18.04474775
7171,140.50010664,-56.06822626,-18.3238877,-18.32385835,-18.32385835,-18.32385835,-18.32385835,-18.32385835,-18.32390726,-18.32390726
7172,119.19693501,-56.72842306,-18.44167726,-18.44166754,-18.44166754,-18.44166754,-18.44166754,-18.44166754,-18.44168374,-18.44168374
7173,135.76177804,-56.25383743,-18.08724352,-18.08717473,-18.08717473,-18.08717473,-18.08717473,-18.08717473,-18.08728938,-18.08728938
7174,115.03516784,-56.98235426,-18.43168206,-18.43167067,-18.43167067,-18.43167067,-18.43167067,-18.43167067,-18.43168965,-18.43168965
7175,144.4476607,-56.10672033,-18.2159805,-18.21593317,-18.21593317,-18.21593317,-18.21593317,-18.21593317,-18.21601205,-18.21601205
7176,121.51721831,-56.96665263,-18.18562315,-18.18557076,-18.18557076,-18.18557076,-18.18557076,-18.18557076,-18.18565807,-18.18565807
7177,116.44425567,-56.55222616,-18.93660684,-18.9366796,-18.9366796,-18.9366796,-18.9366796,-18.9366796,-18.93655833,-18.93655833
7178,124.7202322,-56.65415476,-18.32992307,-18.32989473,-18.32989473,-18.32989473,-18.32989473,-18.32989473,-18.32994197,-18.32994197
7179,116.42915185,-56.83610406,-18.36851813,-18.36849622,-18.36849622,-18.36849622,-18.36849622,-18.36849622,-18.36853274,-18.36853274
7180,134.64013352,-56.31691309,-18.4168631,-18.41684925,-18.41684925,-18.41684925,-18.41684925,-18.41684925,-18.41687234,-18.41687234
7181,111.26472271,-56.97605513,-18.56968461,-18.56969623,-18.56969623,-18.56969623,-18.56969623,-18.56969623,-18.56967687,-18.56967687
7182,116.27308351,-56.86288706,-18.23945802,-18.2394146,-18.2394146,-18.2394146,-18.2394146,-18.2394146,-18.23948696,-18.23948696
7183,121.08209484,-56.46648922,-18.90957031,-18.90963856,-18.90963856,-18.90963856,-18.90963856,-18.90963856,-18.9095248,-18.9095248
7184,120.72537679,-56.54636118,-18.53805691,-18.53806325,-18.53806325,-18.53806325,-18.53806325,-18.53806325,-18.53805268,-18.53805268
7185,132.21398662,-56.32374858,-18.18186609,-18.18181308,-18.18181308,-18.18181308,-18.18181308,-18.18181308,-18.18190144,-18.18190144
7186,128.08013314,-56.27068389,-18.7604386,-18.760482,-18.760482,-18.760482,-18.760482,-18.760482,-18.76040966,-18.76040966
7187,132.40221955,-56.40414471,-18.12472051,-18.12465797,-18.12465797,-18.12465797,-18.12465797,-18.12465797,-18.1247622,-18.1247622
7188,138.86684222,-56.06421926,-18.53401435,-18.53402001,-18.53402001,-18.53402001,-18.53402001,-18.53402001,-18.53401057,-18.53401057
7189,142.08831877,-56.09571412,-18.05245292,-18.05237834,-18.05237834,-18.05237834,-18.05237834,-18.05237834,-18.05250264,-18.05250264
7190,111.76097175,-56.65935722,-18.895395,-18.89546089,-18.89546089,-18.89546089,-18.89546089,-18.89546089,-18.89535107,-18.89535107
7191,127.21729492,-56.27822541,-18.82411813,-18.82417214,-18.82417214,-18.82417214,-18.82417214,-18.82417214,-18.82408212,-18.82408212
7192,131.71239982,-56.27897036,-18.53408741,-18.53409309,-18.53409309,-18.53409309,-18.53409309,-18.53409309,-18.53408363,-18.53408363
7193,139.11370931,-56.13829371,-18.5079044,-18.50790571,-18.50790571,-18.50790571,-18.50790571,-18.50790571,-18.50790352,-18.50790352
7194,125.08453035,-56.5048832,-18.28088729,-18.28085078,-18.28085078,-18.28085078,-18.28085078,-18.28085078,-18.28091163,-18.28091163
7195,126.09392658,-56.40871524,-18.47295903,-18.47295452,-18.47295452,-18.47295452,-18.47295452,-18.47295452,-18.47296203,-18.47296203
7196,119.83947879,-56.58035668,-18.53242,-18.5324254,-18.5324254,-18.5324254,-18.5324254,-18.5324254,-18.5324164,-18.5324164
7197,106.89882038,-56.98818588,-18.92103052,-18.92110068,-18.92110068,-18.92110068,-18.92110068,-18.92110068,-18.92098374,-18.92098374
7198,127.34979136,-56.38825406,-18.12819065,-18.12812869,-18.12812869,-18.12812869,-18.12812869,-18.12812869,-18.12823196,-18.12823196
7199,123.94194456,-56.91077368,-18.50889346,-18.50889494,-18.50889494,-18.50889494,-18.50889494,-18.50889494,-18.50889247,-18.50889247
7200,134.54811926,-56.30936917,-18.38309261,-18.38307313,-18.38307313,-18.38307313,-18.38307313,-18.38307313,-18.3831056,-18.3831056
7201,127.75270181,-56.54662033,-18.03855779,-18.03848089,-18.03848089,-18.03848089,-18.03848089,-18.03848089,-18.03860905,-18.03860905
7202,137.15955452,-56.40497402,-18.00322999,-18.0031472,-18.0031472,-18.0031472,-18.0031472,-18.0031472,-18.00328518,-18.00328518
7203,147.23015407,-56.06128181,-18.19507013,-18.19501931,-18.19501931,-18.19501931,-18.19501931,-18.19501931,-18.19510401,-18.19510401
7204,118.0383153,-56.64816035,-18.50852079,-18.50852221,-18.50852221,-18.50852221,-18.50852221,-18.50852221,-18.50851984,-18.50851984
7205,124.23185213,-56.48738005,-18.39065651,-18.39063829,-18.39063829,-18.39063829,-18.39063829,-18.39063829,-18.39066866,-18.39066866
7206,115.48862857,-56.57457593,-18.91440219,-18.91447125,-18.91447125,-18.91447125,-18.91447125,-18.91447125,-18.91435615,-18.91435615
7207,123.27525902,-56.60624424,-18.19029462,-18.19024301,-18.19024301,-18.19024301,-18.19024301,-18.19024301,-18.19032903,-18.19032903
7208,119.98514856,-56.74592594,-18.29893352,-18.29890001,-18.29890001,-18.29890001,-18.29890001,-18.29890001,-18.29895586,-18.29895586
7209,139.69487238,-56.09680721,-18.36822019,-18.36819823,-18.36819823,-18.36819823,-18.36819823,-18.36819823,-18.36823483,-18.36823483
7210,123.64630188,-56.75805499,-18.10611139,-18.10604575,-18.10604575,-18.10604575,-18.10604575,-18.10604575,-18.10615515,-18.10615515
7211,109.76549584,-56.98098102,-18.85268507,-18.85274385,-18.85274385,-18.85274385,-18.85274385,-18.85274385,-18.85264589,-18.85264589
7212,121.7562243,-56.483978,-18.6814434,-18.68147363,-18.68147363,-18.68147363,-18.68147363,-18.68147363,-18.68142324,-18.68142324
7213,110.05756742,-56.73004719,-18.92512551,-18.92519635,-18.92519635,-18.92519635,-18.92519635,-18.92519635,-18.92507828,-18.92507828
7214,124.28854182,-56.55118715,-18.29851906,-18.29848548,-18.29848548,-18.29848548,-18.29848548,-18.29848548,-18.29854144,-18.29854144
7215,136.59786271,-56.23877781,-18.03375497,-18.03367727,-18.03367727,-18.03367727,-18.03367727,-18.03367727,-18.03380677,-18.03380677
7216,124.99269708,-56.57054414,-18.11405058,-18.11398626,-18.11398626,-18.11398626,-18.11398626,-18.11398626,-18.11409346,-18.11409346
7217,118.36389673,-56.71570764,-18.55549007,-18.55549931,-18.55549931,-18.55549931,-18.55549931,-18.55549931,-18.5554839,-18.5554839
7218,121.90558314,-56.55583172,-18.61757641,-18.617596,-18.617596,-18.617596,-18.617596,-18.617596,-18.61756335,-18.61756335
7219,143.11672595,-56.04976766,-18.15912037,-18.15906356,-18.15906356,-18.15906356,-18.15906356,-18.15906356,-18.15915824,-18.15915824
7220,117.3013764,-56.49971801,-18.96831947,-18.96839751,-18.96839751,-18.96839751,-18.96839751,-18.96839751,-18.96826744,-18.96826744
7221,114.63762075,-56.86743781,-18.42253665,-18.42252374,-18.42252374,-18.42252374,-18.42252374,-18.42252374,-18.42254526,-18.42254526
7222,116.91314219,-56.84439184,-18.61524267,-18.61526188,-18.61526188,-18.61526188,-18.61526188,-18.61526188,-18.61522987,-18.61522987
7223,119.43738406,-56.8240822,-18.39430576,-18.39428814,-18.39428814,-18.39428814,-18.39428814,-18.39428814,-18.3943175,-18.3943175
7224,118.68280759,-56.7752779,-18.61720789,-18.61722743,-18.61722743,-18.61722743,-18.61722743,-18.61722743,-18.61719487,-18.61719487
7225,137.01744624,-56.07914396,-18.58593536,-18.58594968,-18.58594968,-18.58594968,-18.58594968,-18.58594968,-18.58592582,-18.58592582
7226,138.77294615,-56.06388213,-18.48301072,-18.48300788,-18.48300788,-18.48300788,-18.48300788,-18.48300788,-18.4830126,-18.4830126
7227,122.71052062,-56.63739821,-18.35576857,-18.35574453,-18.35574453,-18.35574453,-18.35574453,-18.35574453,-18.35578459,-18.35578459
7228,126.78760505,-56.51397601,-18.11438662,-18.11432235,-18.11432235,-18.11432235,-18.11432235,-18.11432235,-18.11442946,-18.11442946
7229,136.01876657,-56.15100107,-18.42813371,-18.42812173,-18.42812173,-18.42812173,-18.42812173,-18.42812173,-18.42814169,-18.42814169
7230,110.00093955,-56.69916095,-18.95661033,-18.95668643,-18.95668643,-18.95668643,-18.95668643,-18.95668643,-18.9565596,-18.9565596
7231,120.24369465,-56.67045698,-18.57690216,-18.57691498,-18.57691498,-18.57691498,-18.57691498,-18.57691498,-18.57689362,-18.57689362
7232,125.14007018,-56.53895317,-18.24543378,-18.24539135,-18.24539135,-18.24539135,-18.24539135,-18.24539135,-18.24546206,-18.24546206
7233,121.04779139,-56.67332621,-18.46604398,-18.46603832,-18.46603832,-18.46603832,-18.46603832,-18.46603832,-18.46604775,-18.46604775
7234,126.55615453,-56.48783515,-18.56263983,-18.56265027,-18.56265027,-18.56265027,-18.56265027,-18.56265027,-18.56263287,-18.56263287
7235,119.72523046,-56.71636133,-18.75683039,-18.75687319,-18.75687319,-18.75687319,-18.75687319,-18.75687319,-18.75680185,-18.75680185
7236,120.89287986,-56.64609613,-18.43509354,-18.43508272,-18.43508272,-18.43508272,-18.43508272,-18.43508272,-18.43510075,-18.43510075
7237,122.21159252,-56.68884555,-18.01227303,-18.01219175,-18.01219175,-18.01219175,-18.01219175,-18.01219175,-18.01232722,-18.01232722
7238,124.63421137,-56.79451909,-18.55413812,-18.55414714,-18.55414714,-18.55414714,-18.55414714,-18.55414714,-18.55413211,-18.55413211
7239,116.35517413,-56.53174937,-18.92812354,-18.92819489,-18.92819489,-18.92819489,-18.92819489,-18.92819489,-18.92807598,-18.92807598
7240,134.73273972,-56.27774842,-18.02749512,-18.02741638,-18.02741638,-18.02741638,-18.02741638,-18.02741638,-18.02754762,-18.02754762
7241,113.16299588,-56.961893,-18.01389454,-18.01381353,-18.01381353,-18.01381353,-18.01381353,-18.01381353,-18.01394854,-18.01394854
7242,139.61722747,-56.08628567,-18.34862065,-18.34859543,-18.34859543,-18.34859543,-18.34859543,-18.34859543,-18.34863747,-18.34863747
7243,129.78938148,-56.40346791,-18.32295777,-18.32292826,-18.32292826,-18.32292826,-18.32292826,-18.32292826,-18.32297744,-18.32297744
7244,143.5000565,-56.13190609,-18.19253437,-18.19248314,-18.19248314,-18.19248314,-18.19248314,-18.19248314,-18.19256853,-18.19256853
7245,143.06520532,-56.05347351,-18.12490002,-18.12483751,-18.12483751,-18.12483751,-18.12483751,-18.12483751,-18.1249417,-18.1249417
7246,131.0015662,-56.16541809,-18.96676894,-18.96684673,-18.96684673,-18.96684673,-18.96684673,-18.96684673,-18.96671708,-18.96671708
7247,107.7181224,-56.93616092,-18.91056168,-18.9106301,-18.9106301,-18.9106301,-18.9106301,-18.9106301,-18.91051606,-18.91051606
7248,122.2138634,-56.64294656,-18.09385479,-18.09378711,-18.09378711,-18.09378711,-18.09378711,-18.09378711,-18.09389991,-18.09389991
7249,131.20412812,-56.37863702,-18.59427519,-18.5942909,-18.5942909,-18.5942909,-18.5942909,-18.5942909,-18.59426471,-18.59426471
7250,115.43317779,-56.90546425,-18.24792066,-18.24787865,-18.24787865,-18.24787865,-18.24787865,-18.24787865,-18.24794867,-18.24794867
7251,127.43047601,-56.32516499,-18.84213736,-18.84219438,-18.84219438,-18.84219438,-18.84219438,-18.84219438,-18.84209935,-18.84209935
7252,145.19983376,-56.02349789,-18.25751922,-18.25747881,-18.25747881,-18.25747881,-18.25747881,-18.25747881,-18.25754616,-18.25754616
7253,117.28144564,-56.89883928,-18.1813737,-18.1813206,-18.1813206,-18.1813206,-18.1813206,-18.1813206,-18.1814091,-18.1814091
7254,129.83969198,-56.28199446,-18.59798446,-18.59800079,-18.59800079,-18.59800079,-18.59800079,-18.59800079,-18.59797358,-18.59797358
7255,146.03881276,-56.02205139,-18.17511114,-18.175057,-18.175057,-18.175057,-18.175057,-18.175057,-18.17514723,-18.17514723
7256,114.47114938,-56.99707756,-18.64849612,-18.64852086,-18.64852086,-18.64852086,-18.64852086,-18.64852086,-18.64847962,-18.64847962
7257,119.45026861,-56.76539133,-18.50878574,-18.5087872,-18.5087872,-18.5087872,-18.5087872,-18.5087872,-18.50878476,-18.50878476
7258,142.47501918,-56.10462503,-18.23480321,-18.23475901,-18.23475901,-18.23475901,-18.23475901,-18.23475901,-18.23483267,-18.23483267
7259,119.04920329,-56.90773909,-18.04893507,-18.0488599,-18.0488599,-18.0488599,-18.0488599,-18.0488599,-18.04898518,-18.04898518
7260,131.07781732,-56.17780867,-18.98322559,-18.98330612,-18.98330612,-18.98330612,-18.98330612,-18.98330612,-18.98317191,-18.98317191
7261,121.35924915,-56.8160713,-18.36749637,-18.36747429,-18.36747429,-18.36747429,-18.36747429,-18.36747429,-18.36751109,-18.36751109
7262,141.36563457,-56.14042827,-18.10630776,-18.10624215,-18.10624215,-18.10624215,-18.10624215,-18.10624215,-18.1063515,-18.1063515
7263,118.32406771,-56.71286245,-18.53891886,-18.53892534,-18.53892534,-18.53892534,-18.53892534,-18.53892534,-18.53891453,-18.53891453
7264,124.84301511,-56.57642907,-18.02914524,-18.02906677,-18.02906677,-18.02906677,-18.02906677,-18.02906677,-18.02919755,-18.02919755
7265,128.98760745,-56.36771693,-18.49932515,-18.49932504,-18.49932504,-18.49932504,-18.49932504,-18.49932504,-18.49932523,-18.49932523
7266,135.04317279,-56.10381086,-18.54460008,-18.54460751,-18.54460751,-18.54460751,-18.54460751,-18.54460751,-18.54459513,-18.54459513
7267,139.03540533,-56.2414266,-18.80148904,-18.80153928,-18.80153928,-18.80153928,-18.80153928,-18.80153928,-18.80145554,-18.80145554
7268,141.30706603,-56.09988937,-18.15678089,-18.15672369,-18.15672369,-18.15672369,-18.15672369,-18.15672369,-18.15681902,-18.15681902
7269,114.91889298,-56.82223648,-18.65984897,-18.6598756,-18.6598756,-18.6598756,-18.6598756,-18.6598756,-18.65983121,-18.65983121
7270,137.28933017,-56.09169136,-18.71369758,-18.71373319,-18.71373319,-18.71373319,-18.71373319,-18.71373319,-18.71367384,-18.71367384
7271,114.35044845,-56.90801077,-18.20082406,-18.20077421,-18.20077421,-18.20077421,-18.20077421,-18.20077421,-18.2008573,-18.2008573
